sample_id,canonical_category
pis-0060-r01,الحلويات والشوكولاتة
al-0100-r01,الحلويات والشوكولاتة
al-0099-r01,الحلويات والشوكولاتة
pis-0059-r01,الحلويات والشوكولاتة
al-0098-r01,الحلويات والشوكولاتة
pis-0058-r01,الحلويات والشوكولاتة
uu-pe-0510-r01,الفواكه والخضار
zab-0109-r01,الفواكه والخضار
al-0101-r01,الحلويات والشوكولاتة
al-0102-r01,الحلويات والشوكولاتة
pis-0061-r01,الحلويات والشوكولاتة
uu-pe-0518-r01,الفواكه والخضار
al-0103-r01,الحلويات والشوكولاتة
al-0104-r01,الحلويات والشوكولاتة
pis-0063-r01,الحلويات والشوكولاتة
uu-pe-0523-r01,الفواكه والخضار
al-0105-r01,الحلويات والشوكولاتة
pis-0064-r01,الحلويات والشوكولاتة
uu-pe-0527-r01,الفواكه والخضار
pis-0065-r01,الحلويات والشوكولاتة
al-0106-r01,الحلويات والشوكولاتة
pis-0066-r01,الحلويات والشوكولاتة
al-0107-r01,الحلويات والشوكولاتة
al-0108-r01,الحلويات والشوكولاتة
pis-0067-r01,الحلويات والشوكولاتة
ses-0035-r01,أغذية متنوعة
pis-0068-r01,الحلويات والشوكولاتة
al-0109-r01,الحلويات والشوكولاتة
uu-pe-0537-r01,الفواكه والخضار
pis-0071-r01,الحلويات والشوكولاتة
ses-0038-r01,أغذية متنوعة
al-0112-r01,الحلويات والشوكولاتة
1-2116-r01,الحلويات والشوكولاتة
uu-pe-0558-r01,الفواكه والخضار
oou-on-0310-r01,الفواكه والخضار
uu-pe-0561-r01,الفواكه والخضار
zab-0144-r01,الفواكه والخضار
zab-0146-r01,الفواكه والخضار
pis-0072-r01,الحلويات والشوكولاتة
uuo2-0003-r01,الحلويات والشوكولاتة
uu-pe-0571-r01,الفواكه والخضار
uu-pe-0572-r01,الفواكه والخضار
oou-on-0318-r01,الفواكه والخضار
pis-0073-r01,الحلويات والشوكولاتة
al-0114-r01,الحلويات والشوكولاتة
oou-on-0319-r01,الفواكه والخضار
uu-pe-0574-r01,الفواكه والخضار
pis-0074-r01,الحلويات والشوكولاتة
al-0115-r01,الحلويات والشوكولاتة
oou-on-0320-r01,الفواكه والخضار
zab-0158-r01,الفواكه والخضار
zab-0159-r01,الفواكه والخضار
al-0116-r01,الحلويات والشوكولاتة
pis-0075-r01,الحلويات والشوكولاتة
al-0117-r01,الحلويات والشوكولاتة
pis-0076-r01,الحلويات والشوكولاتة
al-0118-r01,الحلويات والشوكولاتة
al-0119-r01,الحلويات والشوكولاتة
uu-pe-0586-r01,الفواكه والخضار
oou-on-0328-r01,الفواكه والخضار
uu-pe-0587-r01,الفواكه والخضار
uu-pe-0588-r01,الفواكه والخضار
uu-pe-0589-r01,الفواكه والخضار
oou-on-0329-r01,الفواكه والخضار
1-2171-r01,الأطعمة الجاهزة للأكل
pis-0077-r01,الحلويات والشوكولاتة
al-0120-r01,الحلويات والشوكولاتة
al-0121-r01,الحلويات والشوكولاتة
uu-pe-0603-r01,الفواكه والخضار
uu-pe-0604-r01,الفواكه والخضار
oou-on-0339-r01,الفواكه والخضار
pis-0078-r01,الحلويات والشوكولاتة
al-0122-r01,الحلويات والشوكولاتة
al-0123-r01,الحلويات والشوكولاتة
uu-pe-0607-r01,الفواكه والخضار
al-0124-r01,الحلويات والشوكولاتة
al-0125-r01,الحلويات والشوكولاتة
al-0126-r01,الحلويات والشوكولاتة
al-0127-r01,الحلويات والشوكولاتة
uu-pe-0612-r01,الفواكه والخضار
uu-pe-0613-r01,الفواكه والخضار
oou-on-0342-r01,الفواكه والخضار
al-0128-r01,الحلويات والشوكولاتة
al-0129-r01,الحلويات والشوكولاتة
pis-0079-r01,الحلويات والشوكولاتة
oou-on-0343-r01,الفواكه والخضار
uu-pe-0617-r01,الفواكه والخضار
uu-pe-0618-r01,الفواكه والخضار
al-0130-r01,الحلويات والشوكولاتة
pis-0080-r01,الحلويات والشوكولاتة
ses-0047-r01,أغذية متنوعة
al-0131-r01,الحلويات والشوكولاتة
al-0132-r01,الحلويات والشوكولاتة
ses-0050-r01,أغذية متنوعة
pis-0081-r01,الحلويات والشوكولاتة
al-0133-r01,الحلويات والشوكولاتة
pis-0083-r01,الحلويات والشوكولاتة
al-0136-r01,الحلويات والشوكولاتة
al-0135-r01,الحلويات والشوكولاتة
al-0134-r01,الحلويات والشوكولاتة
pis-0082-r01,الحلويات والشوكولاتة
uu-pe-0640-r01,الفواكه والخضار
uu-pe-0639-r01,الفواكه والخضار
oou-on-0354-r01,الفواكه والخضار
al-0137-r01,الحلويات والشوكولاتة
al-0138-r01,الحلويات والشوكولاتة
pis-0084-r01,الحلويات والشوكولاتة
al-0139-r01,الحلويات والشوكولاتة
al-0140-r01,الحلويات والشوكولاتة
pis-0085-r01,الحلويات والشوكولاتة
pis-0106-r01,الحلويات والشوكولاتة
1-2389-r01,الحلويات والشوكولاتة
al-0167-r01,الحلويات والشوكولاتة
fr-0053-r01,الفواكه والخضار
uu-pe-0679-r01,الفواكه والخضار
al-0168-r01,الحلويات والشوكولاتة
pis-0107-r01,الحلويات والشوكولاتة
1-2395-r01,الحلويات والشوكولاتة
al-0169-r01,الحلويات والشوكولاتة
1-2398-r01,الحلويات والشوكولاتة
pis-0109-r01,الحلويات والشوكولاتة
oou-on-0367-r01,الفواكه والخضار
uu-pe-0684-r01,الفواكه والخضار
pis-0110-r01,الحلويات والشوكولاتة
1-2403-r01,الحلويات والشوكولاتة
pis-0111-r01,الحلويات والشوكولاتة
al-0173-r01,الحلويات والشوكولاتة
zab-0271-r01,الفواكه والخضار
uu-pe-0692-r01,الفواكه والخضار
uu-pe-0698-r01,الفواكه والخضار
al-0177-r01,الحلويات والشوكولاتة
uu-pe-0701-r01,الفواكه والخضار
uu-pe-0702-r01,الفواكه والخضار
al-0180-r01,الحلويات والشوكولاتة
1-2419-r01,الحلويات والشوكولاتة
oou-on-0373-r01,الفواكه والخضار
uu-pe-0705-r01,الفواكه والخضار
al-0181-r01,الحلويات والشوكولاتة
uu-pe-0707-r01,الفواكه والخضار
al-0183-r01,الحلويات والشوكولاتة
al-0184-r01,الحلويات والشوكولاتة
uu-pe-0709-r01,الفواكه والخضار
ses-0080-r01,أغذية متنوعة
uu-pe-0711-r01,الفواكه والخضار
al-0185-r01,الحلويات والشوكولاتة
uu-pe-0718-r01,الفواكه والخضار
lup-0077-r01,الحلويات والشوكولاتة
uu-pe-0723-r01,الفواكه والخضار
uu-pe-0730-r01,الفواكه والخضار
uu-pe-0738-r01,الفواكه والخضار
pis-0126-r01,الحلويات والشوكولاتة
uu-pe-0740-r01,الفواكه والخضار
pis-0127-r01,الحلويات والشوكولاتة
uu-pe-0743-r01,الفواكه والخضار
al-0199-r01,الحلويات والشوكولاتة
1-2457-r01,الحلويات والشوكولاتة
al-0200-r01,الحلويات والشوكولاتة
uu-pe-0751-r01,الفواكه والخضار
al-0201-r01,الحلويات والشوكولاتة
uu-pe-0761-r01,الفواكه والخضار
al-0202-r01,الحلويات والشوكولاتة
uu-pe-0762-r01,الفواكه والخضار
ses-0087-r01,أغذية متنوعة
al-0204-r01,الحلويات والشوكولاتة
1-2469-r01,الحلويات والشوكولاتة
pis-0132-r01,الحلويات والشوكولاتة
pis-0133-r01,الحلويات والشوكولاتة
ses-0088-r01,أغذية متنوعة
uu-pe-0776-r01,الفواكه والخضار
uu-pe-0777-r01,الفواكه والخضار
walnuts-0001-r01,الحلويات والشوكولاتة
al-0208-r01,الحلويات والشوكولاتة
uu-pe-0784-r01,الفواكه والخضار
ses-0092-r01,البهارات والصوصات
1-2483-r01,البهارات والصوصات
lup-0081-r01,الحلويات والشوكولاتة
pis-0138-r01,الحلويات والشوكولاتة
al-0210-r01,الحلويات والشوكولاتة
uu-pe-0789-r01,الفواكه والخضار
uu-pe-0792-r01,الفواكه والخضار
al-0211-r01,الحلويات والشوكولاتة
1-2489-r01,الحلويات والشوكولاتة
pis-0139-r01,الحلويات والشوكولاتة
uu-pe-0795-r01,الفواكه والخضار
al-0212-r01,الحلويات والشوكولاتة
pis-0140-r01,الحلويات والشوكولاتة
uu-pe-0796-r01,الفواكه والخضار
ses-0096-r01,أغذية متنوعة
uu-pe-0805-r01,الفواكه والخضار
al-0213-r01,الحلويات والشوكولاتة
pis-0141-r01,الحلويات والشوكولاتة
1-2501-r01,الحلويات والشوكولاتة
uu-pe-0810-r01,الفواكه والخضار
pis-0142-r01,الحلويات والشوكولاتة
al-0214-r01,الحلويات والشوكولاتة
1-2504-r01,الحلويات والشوكولاتة
al-0215-r01,الحلويات والشوكولاتة
pis-0143-r01,الحلويات والشوكولاتة
ses-0099-r01,أغذية متنوعة
al-0216-r01,الحلويات والشوكولاتة
pis-0144-r01,الحلويات والشوكولاتة
al-0217-r01,الحلويات والشوكولاتة
pis-0145-r01,الحلويات والشوكولاتة
1-2519-r01,الحلويات والشوكولاتة
al-0219-r01,الحلويات والشوكولاتة
ses-0100-r01,البهارات والصوصات
pis-0146-r01,الحلويات والشوكولاتة
uu-pe-0821-r01,الفواكه والخضار
ses-0101-r01,أغذية متنوعة
ses-0102-r01,أغذية متنوعة
pis-0147-r01,الحلويات والشوكولاتة
al-0220-r01,الحلويات والشوكولاتة
1-2527-r01,الحلويات والشوكولاتة
al-0221-r01,الحلويات والشوكولاتة
al-0222-r01,الحلويات والشوكولاتة
al-0223-r01,الحلويات والشوكولاتة
1-2531-r01,الحلويات والشوكولاتة
pis-0148-r01,الحلويات والشوكولاتة
uu-pe-0825-r01,الفواكه والخضار
sal-0857-r01,الفواكه والخضار
uu-pe-0830-r01,الفواكه والخضار
uu-pe-0833-r01,الفواكه والخضار
uu-pe-0836-r01,الفواكه والخضار
1-2549-r01,الحلويات والشوكولاتة
al-0226-r01,الحلويات والشوكولاتة
pis-0150-r01,الحلويات والشوكولاتة
uu-pe-0842-r01,الفواكه والخضار
1-2556-r01,الحلويات والشوكولاتة
pis-0151-r01,الحلويات والشوكولاتة
al-0227-r01,الحلويات والشوكولاتة
uu-pe-0847-r01,الفواكه والخضار
al-0228-r01,الحلويات والشوكولاتة
uu-pe-0849-r01,الفواكه والخضار
lup-0094-r01,الحلويات والشوكولاتة
pis-0152-r01,الحلويات والشوكولاتة
al-0229-r01,الحلويات والشوكولاتة
1-2561-r01,الحلويات والشوكولاتة
uu-pe-0850-r01,الفواكه والخضار
sal-0892-r01,الفواكه والخضار
1-2573-r01,الحلويات والشوكولاتة
pis-0153-r01,الحلويات والشوكولاتة
uu-pe-0854-r01,الفواكه والخضار
pis-0154-r01,الحلويات والشوكولاتة
1-2576-r01,الحلويات والشوكولاتة
al-0230-r01,الحلويات والشوكولاتة
uu-pe-0859-r01,الفواكه والخضار
al-0231-r01,الحلويات والشوكولاتة
1-2579-r01,الحلويات والشوكولاتة
uu-pe-0861-r01,الفواكه والخضار
uu-pe-0863-r01,الفواكه والخضار
1-2588-r01,الحلويات والشوكولاتة
al-0232-r01,الحلويات والشوكولاتة
pis-0156-r01,الحلويات والشوكولاتة
al-0233-r01,الحلويات والشوكولاتة
uu-pe-0871-r01,الفواكه والخضار
lup-0098-r01,الحلويات والشوكولاتة
uu-pe-0874-r01,الفواكه والخضار
al-0234-r01,الحلويات والشوكولاتة
pis-0157-r01,الحلويات والشوكولاتة
uu-pe-0875-r01,الفواكه والخضار
al-0235-r01,الحلويات والشوكولاتة
uu-pe-0879-r01,الفواكه والخضار
1-2591-r01,الحلويات والشوكولاتة
lup-0103-r01,الحلويات والشوكولاتة
1-2598-r01,الحلويات والشوكولاتة
al-0236-r01,الحلويات والشوكولاتة
al-0237-r01,الحلويات والشوكولاتة
pis-0158-r01,الحلويات والشوكولاتة
uu-pe-0889-r01,الفواكه والخضار
pis-0159-r01,الحلويات والشوكولاتة
al-0238-r01,الحلويات والشوكولاتة
al-0239-r01,الحلويات والشوكولاتة
pis-0160-r01,الحلويات والشوكولاتة
uu-pe-0894-r01,الفواكه والخضار
uu-pe-0897-r01,الفواكه والخضار
al-0240-r01,الحلويات والشوكولاتة
1-2620-r01,الحلويات والشوكولاتة
pis-0161-r01,الحلويات والشوكولاتة
lup-0107-r01,الحلويات والشوكولاتة
uu-pe-0904-r01,الفواكه والخضار
uu-pe-0907-r01,الفواكه والخضار
lup-0111-r01,الحلويات والشوكولاتة
al-0241-r01,الحلويات والشوكولاتة
1-2633-r01,الحلويات والشوكولاتة
pis-0162-r01,الحلويات والشوكولاتة
sal-0956-r01,الفواكه والخضار
lup-0112-r01,الحلويات والشوكولاتة
uu-pe-0912-r01,الفواكه والخضار
al-0242-r01,الحلويات والشوكولاتة
pis-0163-r01,الحلويات والشوكولاتة
lup-0113-r01,الحلويات والشوكولاتة
uu-pe-0919-r01,الفواكه والخضار
sal-0962-r01,الفواكه والخضار
uu-pe-0923-r01,الفواكه والخضار
1-2646-r01,الحلويات والشوكولاتة
al-0243-r01,الحلويات والشوكولاتة
pis-0164-r01,الحلويات والشوكولاتة
lup-0114-r01,الحلويات والشوكولاتة
uu-pe-0926-r01,الفواكه والخضار
hs-0266-r01,البهارات والصوصات
pis-0165-r01,الحلويات والشوكولاتة
al-0244-r01,الحلويات والشوكولاتة
uu-pe-0930-r01,الفواكه والخضار
sal-0973-r01,الفواكه والخضار
sal-0978-r01,الفواكه والخضار
al-0245-r01,الحلويات والشوكولاتة
pis-0166-r01,الحلويات والشوكولاتة
pis-0167-r01,الحلويات والشوكولاتة
1-2659-r01,الحلويات والشوكولاتة
al-0246-r01,الحلويات والشوكولاتة
hs-0268-r01,البهارات والصوصات
al-0247-r01,الحلويات والشوكولاتة
pis-0168-r01,الحلويات والشوكولاتة
1-2662-r01,الحلويات والشوكولاتة
1-2663-r01,الحلويات والشوكولاتة
al-0248-r01,الحلويات والشوكولاتة
al-0249-r01,الحلويات والشوكولاتة
al-0250-r01,الحلويات والشوكولاتة
sal-0991-r01,الفواكه والخضار
uu-pe-0939-r01,الفواكه والخضار
spic-0238-r01,البهارات والصوصات
spic-0239-r01,البهارات والصوصات
1-2671-r01,الحلويات والشوكولاتة
al-0251-r01,الحلويات والشوكولاتة
pis-0169-r01,الحلويات والشوكولاتة
cer-0042-r01,الحلويات والشوكولاتة
pe-0037-r01,الحلويات والشوكولاتة
al-0252-r01,الحلويات والشوكولاتة
al-0253-r01,الحلويات والشوكولاتة
al-0254-r01,الحلويات والشوكولاتة
1-2685-r01,الحلويات والشوكولاتة
pis-0170-r01,الحلويات والشوكولاتة
pis-0171-r01,الحلويات والشوكولاتة
uu-le-0376-r01,الفواكه والخضار
uu-le-0377-r01,الفواكه والخضار
uu-pe-0944-r01,الفواكه والخضار
uu-pe-0945-r01,الفواكه والخضار
lup-0118-r01,الحلويات والشوكولاتة
al-0255-r01,الحلويات والشوكولاتة
1-2702-r01,الحلويات والشوكولاتة
pis-0172-r01,الحلويات والشوكولاتة
uu-le-0378-r01,الفواكه والخضار
uu-pe-0949-r01,الفواكه والخضار
uu-pe-0950-r01,الفواكه والخضار
pis-0173-r01,الحلويات والشوكولاتة
al-0256-r01,الحلويات والشوكولاتة
al-0257-r01,الحلويات والشوكولاتة
al-0258-r01,الحلويات والشوكولاتة
1-2704-r01,الحلويات والشوكولاتة
pis-0174-r01,الحلويات والشوكولاتة
al-0259-r01,الحلويات والشوكولاتة
1-2705-r01,الحلويات والشوكولاتة
uu-pe-0953-r01,الفواكه والخضار
uu-pe-0957-r01,الفواكه والخضار
cer-0047-r01,الحلويات والشوكولاتة
oo-oss-po-0322-r01,الفواكه والخضار
pis-0175-r01,الحلويات والشوكولاتة
al-0260-r01,الحلويات والشوكولاتة
al-0261-r01,الحلويات والشوكولاتة
1-2707-r01,الحلويات والشوكولاتة
hs-0269-r01,البهارات والصوصات
1-2709-r01,الحلويات والشوكولاتة
1-2710-r01,الحلويات والشوكولاتة
pis-0176-r01,الحلويات والشوكولاتة
al-0262-r01,الحلويات والشوكولاتة
al-0263-r01,الحلويات والشوكولاتة
pis-0178-r01,الحلويات والشوكولاتة
1-2715-r01,الحلويات والشوكولاتة
al-0264-r01,الحلويات والشوكولاتة
ses-0125-r01,أغذية متنوعة
sal-1011-r01,الفواكه والخضار
pis-0179-r01,الحلويات والشوكولاتة
pis-0180-r01,الحلويات والشوكولاتة
1-2717-r01,الحلويات والشوكولاتة
1-2718-r01,الحلويات والشوكولاتة
al-0265-r01,الحلويات والشوكولاتة
al-0266-r01,الحلويات والشوكولاتة
uu-le-0383-r01,الفواكه والخضار
lup-0121-r01,الحلويات والشوكولاتة
uu-pe-0963-r01,الفواكه والخضار
cer-0049-r01,البهارات والصوصات
ses-0127-r01,أغذية متنوعة
sal-1021-r01,الفواكه والخضار
sal-1023-r01,الفواكه والخضار
uu-pe-0964-r01,الفواكه والخضار
uu-pe-0968-r01,الفواكه والخضار
pis-0181-r01,الحلويات والشوكولاتة
al-0267-r01,الحلويات والشوكولاتة
lup-0123-r01,الحلويات والشوكولاتة
sal-1025-r01,الفواكه والخضار
pis-0182-r01,الحلويات والشوكولاتة
pis-0183-r01,الحلويات والشوكولاتة
1-2725-r01,الحلويات والشوكولاتة
al-0268-r01,الحلويات والشوكولاتة
al-0269-r01,الحلويات والشوكولاتة
ses-0128-r01,أغذية متنوعة
1-2728-r01,الحلويات والشوكولاتة
sal-1032-r01,الفواكه والخضار
sal-1033-r01,الفواكه والخضار
sal-1034-r01,الفواكه والخضار
sal-1035-r01,الفواكه والخضار
hs-0273-r01,البهارات والصوصات
lup-0127-r01,الحلويات والشوكولاتة
uu-pe-0983-r01,الفواكه والخضار
sal-1040-r01,الفواكه والخضار
sau-1158-r01,البهارات والصوصات
car-0198-r01,البهارات والصوصات
pis-0184-r01,الحلويات والشوكولاتة
al-0271-r01,الحلويات والشوكولاتة
al-0272-r01,الحلويات والشوكولاتة
pis-0185-r01,الحلويات والشوكولاتة
pis-0186-r01,الحلويات والشوكولاتة
1-2738-r01,الحلويات والشوكولاتة
uu-pe-0996-r01,الفواكه والخضار
uu-pe-0997-r01,الفواكه والخضار
lup-0131-r01,الحلويات والشوكولاتة
ses-0130-r01,أغذية متنوعة
ses-0131-r01,البهارات والصوصات
al-0273-r01,الحلويات والشوكولاتة
pis-0188-r01,الحلويات والشوكولاتة
1-2770-r01,الحلويات والشوكولاتة
pis-0189-r01,الحلويات والشوكولاتة
1-2771-r01,الحلويات والشوكولاتة
al-0275-r01,الحلويات والشوكولاتة
al-0276-r01,الحلويات والشوكولاتة
ses-0134-r01,البهارات والصوصات
uu-pe-1003-r01,الفواكه والخضار
uu-pe-1004-r01,الفواكه والخضار
uu-le-0387-r01,الفواكه والخضار
1-2772-r01,الحبوب والبقوليات
ses-0135-r01,أغذية متنوعة
pis-0190-r01,الحلويات والشوكولاتة
al-0277-r01,الحلويات والشوكولاتة
al-0278-r01,الحلويات والشوكولاتة
1-2775-r01,الحلويات والشوكولاتة
lup-0132-r01,الحلويات والشوكولاتة
uu-pe-1010-r01,الفواكه والخضار
ses-0136-r01,أغذية متنوعة
uu-pe-1012-r01,الفواكه والخضار
ses-0137-r01,أغذية متنوعة
uu-pe-1020-r01,الفواكه والخضار
uu-le-0391-r01,الفواكه والخضار
al-0279-r01,الحلويات والشوكولاتة
pis-0191-r01,الحلويات والشوكولاتة
1-2803-r01,الحلويات والشوكولاتة
ses-0139-r01,أغذية متنوعة
uu-pe-1022-r01,الفواكه والخضار
uu-le-0392-r01,الفواكه والخضار
al-0280-r01,الحلويات والشوكولاتة
pis-0192-r01,الحلويات والشوكولاتة
ses-0142-r01,البهارات والصوصات
lup-0136-r01,الحلويات والشوكولاتة
ses-0143-r01,أغذية متنوعة
al-0281-r01,الحلويات والشوكولاتة
pis-0193-r01,الحلويات والشوكولاتة
uu-pe-1027-r01,الفواكه والخضار
uu-le-0393-r01,الفواكه والخضار
lup-0137-r01,الحلويات والشوكولاتة
al-0282-r01,الحلويات والشوكولاتة
1-2810-r01,الحلويات والشوكولاتة
pis-0194-r01,الحلويات والشوكولاتة
uu-pe-1031-r01,الفواكه والخضار
uu-pe-1032-r01,الفواكه والخضار
uu-pe-1036-r01,الفواكه والخضار
uu-pe-1037-r01,الفواكه والخضار
ses-0145-r01,أغذية متنوعة
ses-0146-r01,أغذية متنوعة
lup-0139-r01,الحلويات والشوكولاتة
al-0283-r01,الحلويات والشوكولاتة
1-2816-r01,الحلويات والشوكولاتة
pis-0195-r01,الحلويات والشوكولاتة
ses-0147-r01,أغذية متنوعة
ses-0148-r01,أغذية متنوعة
1-2820-r01,الحلويات والشوكولاتة
uu-pe-1044-r01,الفواكه والخضار
ses-0149-r01,البهارات والصوصات
pis-0196-r01,الحلويات والشوكولاتة
al-0284-r01,الحلويات والشوكولاتة
lup-0141-r01,الحلويات والشوكولاتة
uu-pe-1049-r01,الفواكه والخضار
ses-0150-r01,أغذية متنوعة
ses-0151-r01,أغذية متنوعة
ses-0152-r01,البهارات والصوصات
al-0285-r01,الحلويات والشوكولاتة
1-2825-r01,الحلويات والشوكولاتة
pis-0197-r01,الحلويات والشوكولاتة
ses-0153-r01,أغذية متنوعة
ses-0154-r01,أغذية متنوعة
al-0286-r01,الحلويات والشوكولاتة
pis-0198-r01,الحلويات والشوكولاتة
uu-pe-1058-r01,الفواكه والخضار
lup-0145-r01,الحلويات والشوكولاتة
uu-pe-1061-r01,الفواكه والخضار
uu-pe-1062-r01,الفواكه والخضار
uu-pe-1063-r01,الفواكه والخضار
1-2834-r01,الحلويات والشوكولاتة
lup-0147-r01,الحلويات والشوكولاتة
cer-0052-r01,البهارات والصوصات
uu-pe-1066-r01,الفواكه والخضار
al-0287-r01,الحلويات والشوكولاتة
al-0288-r01,الحلويات والشوكولاتة
uu-pe-1070-r01,الفواكه والخضار
al-0289-r01,الحلويات والشوكولاتة
pis-0199-r01,الحلويات والشوكولاتة
lup-0148-r01,الحلويات والشوكولاتة
uu-pe-1075-r01,الفواكه والخضار
uu-pe-1076-r01,الفواكه والخضار
ma-0099-r01,الحبوب والبقوليات
al-0290-r01,الحلويات والشوكولاتة
1-2867-r01,الحلويات والشوكولاتة
al-0291-r01,الحلويات والشوكولاتة
sal-1189-r01,الفواكه والخضار
sal-1191-r01,الفواكه والخضار
ses-0155-r01,أغذية متنوعة
uu-pe-1080-r01,الفواكه والخضار
uu-pe-1081-r01,الفواكه والخضار
al-0292-r01,الحلويات والشوكولاتة
1-2881-r01,الحلويات والشوكولاتة
al-0293-r01,الحلويات والشوكولاتة
1-2888-r01,الحلويات والشوكولاتة
pis-0200-r01,الحلويات والشوكولاتة
ses-0157-r01,أغذية متنوعة
ses-0158-r01,أغذية متنوعة
uu-pe-1094-r01,الفواكه والخضار
uu-pe-1095-r01,الفواكه والخضار
cer-0053-r01,البهارات والصوصات
pis-0201-r01,الحلويات والشوكولاتة
al-0294-r01,الحلويات والشوكولاتة
1-2904-r01,الحلويات والشوكولاتة
ses-0160-r01,أغذية متنوعة
lup-0151-r01,الحلويات والشوكولاتة
uu-pe-1099-r01,الفواكه والخضار
ses-0161-r01,أغذية متنوعة
al-0295-r01,الحلويات والشوكولاتة
lup-0153-r01,الحلويات والشوكولاتة
ses-0162-r01,أغذية متنوعة
uu-pe-1106-r01,الفواكه والخضار
uu-pe-1109-r01,الفواكه والخضار
cer-0054-r01,البهارات والصوصات
1-2914-r01,الحلويات والشوكولاتة
pis-0202-r01,الحلويات والشوكولاتة
al-0296-r01,الحلويات والشوكولاتة
uu-pe-1113-r01,الفواكه والخضار
lup-0156-r01,الحلويات والشوكولاتة
uu-pe-1117-r01,الفواكه والخضار
uu-pe-1118-r01,الفواكه والخضار
1-2916-r01,الحلويات والشوكولاتة
al-0297-r01,الحلويات والشوكولاتة
ses-0164-r01,أغذية متنوعة
cer-0055-r01,البهارات والصوصات
uu-pe-1124-r01,الفواكه والخضار
lup-0158-r01,الحلويات والشوكولاتة
1-2926-r01,الحلويات والشوكولاتة
al-0298-r01,الحلويات والشوكولاتة
cer-0056-r01,البهارات والصوصات
ses-0165-r01,أغذية متنوعة
uu-pe-1128-r01,الفواكه والخضار
uu-pe-1130-r01,الفواكه والخضار
uu-pe-1133-r01,الفواكه والخضار
1-2937-r01,الحلويات والشوكولاتة
al-0299-r01,الحلويات والشوكولاتة
pis-0203-r01,الحلويات والشوكولاتة
pis-0204-r01,الحلويات والشوكولاتة
1-2938-r01,الحلويات والشوكولاتة
al-0300-r01,الحلويات والشوكولاتة
uu-pe-1138-r01,الفواكه والخضار
uu-pe-1139-r01,الفواكه والخضار
ses-0168-r01,أغذية متنوعة
ses-0169-r01,أغذية متنوعة
uu-pe-1144-r01,الفواكه والخضار
uu-pe-1145-r01,الفواكه والخضار
al-0301-r01,الحلويات والشوكولاتة
pis-0205-r01,الحلويات والشوكولاتة
1-2950-r01,الحلويات والشوكولاتة
ses-0172-r01,أغذية متنوعة
uu-pe-1147-r01,الفواكه والخضار
al-0302-r01,الحلويات والشوكولاتة
1-2955-r01,الحلويات والشوكولاتة
uu-pe-1148-r01,الفواكه والخضار
uu-pe-1153-r01,الفواكه والخضار
uu-pe-1156-r01,الفواكه والخضار
al-0303-r01,الحلويات والشوكولاتة
1-2959-r01,الحلويات والشوكولاتة
pis-0206-r01,الحلويات والشوكولاتة
lup-0160-r01,الحلويات والشوكولاتة
uu-pe-1160-r01,الفواكه والخضار
uu-pe-1161-r01,الفواكه والخضار
cer-0059-r01,البهارات والصوصات
ses-0173-r01,أغذية متنوعة
uu-pe-1168-r01,الفواكه والخضار
al-0304-r01,الحلويات والشوكولاتة
pis-0207-r01,الحلويات والشوكولاتة
pis-0208-r01,الحلويات والشوكولاتة
1-2969-r01,الحلويات والشوكولاتة
uu-pe-1171-r01,الفواكه والخضار
uu-pe-1172-r01,الفواكه والخضار
ses-0175-r01,أغذية متنوعة
ses-0176-r01,أغذية متنوعة
1-2976-r01,الحلويات والشوكولاتة
al-0305-r01,الحلويات والشوكولاتة
1-2986-r01,الحلويات والشوكولاتة
al-0306-r01,الحلويات والشوكولاتة
pis-0209-r01,الحلويات والشوكولاتة
lup-0161-r01,الحلويات والشوكولاتة
uu-pe-1181-r01,الفواكه والخضار
ses-0177-r01,البهارات والصوصات
uu-pe-1184-r01,الفواكه والخضار
al-0307-r01,الحلويات والشوكولاتة
1-2988-r01,الحلويات والشوكولاتة
lup-0164-r01,الحلويات والشوكولاتة
uu-pe-1190-r01,الفواكه والخضار
uu-pe-1191-r01,الفواكه والخضار
al-0308-r01,الحلويات والشوكولاتة
1-2991-r01,الحلويات والشوكولاتة
al-0309-r01,الحلويات والشوكولاتة
pis-0210-r01,الحلويات والشوكولاتة
ses-0178-r01,أغذية متنوعة
ses-0179-r01,أغذية متنوعة
pis-0211-r01,الحلويات والشوكولاتة
al-0310-r01,الحلويات والشوكولاتة
1-2997-r01,الحلويات والشوكولاتة
uu-pe-1199-r01,الفواكه والخضار
uu-pe-1200-r01,الفواكه والخضار
uu-pe-1203-r01,الفواكه والخضار
ses-0180-r01,أغذية متنوعة
ses-0181-r01,أغذية متنوعة
al-0311-r01,الحلويات والشوكولاتة
uu-pe-1205-r01,الفواكه والخضار
uu-pe-1206-r01,الفواكه والخضار
al-0312-r01,الحلويات والشوكولاتة
pis-0212-r01,الحلويات والشوكولاتة
1-3008-r01,الحلويات والشوكولاتة
uu-pe-1209-r01,الفواكه والخضار
uu-pe-1212-r01,الفواكه والخضار
al-0313-r01,الحلويات والشوكولاتة
1-3010-r01,الحلويات والشوكولاتة
pis-0213-r01,الحلويات والشوكولاتة
lup-0168-r01,الحلويات والشوكولاتة
uu-pe-1213-r01,الفواكه والخضار
pis-0214-r01,الحلويات والشوكولاتة
lup-0170-r01,الحلويات والشوكولاتة
uu-pe-1218-r01,الفواكه والخضار
uu-pe-1219-r01,الفواكه والخضار
